      277 29     91-125-152-125-114
      277 65     51-120 -91 -27 -21
      277 74     31-254-147   3  30
      277 83     31-251-167 -27   0
      277 83     41-139-175-124-129
      277 92     81-196-213-151-127
      277 92     91-326-304-135-142
      277119    1019999999999999999
      277119    111-204 -73  53  83
      277128     61-118-256-282-271
      277128     719999999999999999
      277137     21-138-249-252-247
      277146     81-206-267-209-196
      277155     51-371-243 -68   4
      277164     41-184-173 -97 -82
      277173    101 -63-166-191-184
      277173    111-128-249-206-258
      277173    131-217-206-112 -95
      277191     51-294-185 -27  12
      277191     61-167-261-239-232
      277200     61-443-347 -92 -46
      277200     71-371-340-224-155
      277218     91-126-123 -72 -66
      277218    101-233-183 -85 -51
      277227     31-389-292 100 -89
      278  2     41-176-111 -18   2
      278  2     51-215 -33 197 125
      278  9     71-115-141-122-107
      278  9     81 -99  39 152 137
      278 23     61-214-187-116 -77
      278 37     81-241-188 -63 -39
      278 37     91-114-125 -92 -82
      278 37    121-105-138-124-108
      278 51     71-417 -60 223 296
      278 51     81-298-153 -13  51
      278 72     31  36 220 261 269
      278 79     61-155-103 -12  -3
      278 79     71-315-152   9  74
      278 93     31-201  11 189 196
      278 93     41-119-104 -45 -48
      278100     21-371-314-142 -83
      278100     31-202 -75  32  69
      278114     21-205-127   3   1
      278121     51-223-164 -50 -29
      278135     51-156-153 -78 -85
      278149     31  59  27 -18 -19
      278184     519999999999999999
      279  9     61-323-205 -23  26
      279 17     619999999999999999
      279 25     41-427-198  53 136
      279 37     51-213-164 -48 -40
      279 45     81-119  18 125 117
      279 53     61-250-139  26  42
      279 53     71-129-272-299-287
      279 57     81-336-306-142-108
      279 77     41-406-292 -46  -8
      279 77     61-324-268 -97 -65
      279 77     71  15-244-350-347
      279 85     61-301-142  60  81
      279 89     41-283-188 -49 -25
      279 93     81 -91-147-138-138
      279 93     91 119 -28-131-127
      279101     519999999999999999
      280  5     61-171-169-111 -91
      280 12     71-231 -80  97 111
      280 12     81-235-150 -42 -12
      280 19    111  21  27   9  19
      280 26     71-261-202 -66 -39
      280 26     81-322-185 -15  38
      280 40     61-174 -59  75  85
      280 40     71 -77-131-134-122
      280 53     51-148-145 -92 -77
      280 53     61 109 -89-192-215
      280 82     51-100 -95 -66 -52
      280 89    111 -47  -3  32  38
      280 89    121  12  24  28  23
      280 96     51-246-148 -16  18
      280 96     61  41  16   1  -9
      280103     91  87  59  18   2
      280103    101-257-185 -74 -30
      280117     21-336-222 -78  -8
      280117     31 139 -91-234-229
      280124     61  16 -55 -95-106
      280138     61-266-228 -91 -79
      280138     71-232-193 -94 -62
      280152     41-208-206-127-104
      280152     51 -67-148-162-155
      280159     51-324-221 -27  -8
      280159     61-224-270-222-195
      280166     81-108 -50   8  24
      280166     91 302  33-155-181
      280187     81 -28  -5   6  12
      281 10     61-183-154 -82 -54
      281 10     71-133-288-287-293
      281 26     61-104 -23  42  58
      281 26     71  19 -58 -96 -94
      281 34     31 -75 -52  -8 -10
      281 34     41 -97   7  88 101
      281 34     51-176 -74   9  43
      281 50     31  -9 -87-115-115
      281 58     51-319-264-118 -68
      281 58     61  -1-108-139-147
      281 98     71-455-227  72 133
      281114     31-224-109  12  46
      281122     41-283-188 -41   2
      281130     31-150-237-228-216
      281162     31-122-135-108 -91
      281162     41-288-142  46  41
      281178     21-233-180 -65 -35
      281186     31-239 -37 144 169
      281194     81-273-165 -50   8
      281202     51-243-202 -76 -64
      281202     61  72-194-311-326
      281210     41 -77   1  69  74
      281210     51-187-206-165-132
      282  2     71 -28 -84-110-105
      282  2     81-131-119 -67 -53
      282  2     91 160  37-184 -63
      282  8     31-155-110 -53 -26
      282 14     31-176-184-113-106
      282 14     41 -55   7  49  58
      282 14     51  56 -12 -58 -59
      282 20     91 -97  20  94 110
      282 20    101 204 125 -60  23
      282 38     81-207-159 -49 -37
      282 44     91  25 -31 -66 -76
      282 50     31-108-318-357-356
      282 56     41  74  32 -22 -25
      282 62     91-202-161 -73 -44
      282 80     31 -72 -78 -62 -49
      282 86     61 -96 -59  -7  -1
      282 86     71-311-307-208-159
      282 98     51-257-155 -15  22
      282 98     61 -70-127-110-122
      282116     91-245-206 -87 -64
      282116    101-225-174 -92 -48
      282122     31-175-175-122 -96
      282122     41  85 -78-204-171
      282128     71-360-235 -18  19
      282128     81 -69 -56 -33 -34
      282134     31  48  -4 -43 -48
      282134     41 -19 -55 -57 -63
      282140     41 -92 -70 -34 -23
      282158     81-175 -98 -19   9
      283  1     51-409-266 -24  35
      283  1     61-148 -64  15  29
      283 15     519999999999999999
      283 43     71-466-343 -62 -24
      283 43     81 -12 149 225 221
      283 50     31  86 -44-143-156
      283 50     41 -37 -46 -46 -40
      283 78     41 -98  46 148 161
      283 85     41-297-316-204-170
      283 99     51-302-280-136-113
      283106     51-249 -78 113  95
      283120     319999999999999999
      283141     31   9 -63-101-111
      283141     41-164-279-264-254
      283148     61-430-199 101 157
      283148     71-262-244-105-117
      283155     31-374-329-136 -99
      283155     41-185-198 -94-121
      283162     41-267-225 -87 -75
      283162     51-387-266 -74 -27
      283169     31 -81 -74 -44 -38
      283169     41-169-149 -87 -62
      283176     31 -93  31 137 114
      284  4     31-222-195 -91 -72
      284  4     41  23 -33 -68 -76
      284 28     41 -68-196-242-241
      284 28     51 118-278-452-454
      284 36     51-420-143 171 225
      284 36     61-407-374-249-174
      284 44     41-200-201-121-103
      284 44     51-201-200-117-103
      284 44     61-197-266-244-215
      284 52     51-170-130 -42 -33
      284 92     51-318-240 -64 -33
      284108     31-364-340-193-156
      284116     31-259-196 -60 -32
      284116     41-287-241-118 -81
      284124     31  56 108 112 103
      284140     31-425-349-124 -72
      284164     51-282-238-114 -70
      284164     61-192-221-175-150
      284180     71-337-296-150 -97
      284196     41-361-261 -51 -17
      284196     51-162-186-147-122
      284204     61-369-173  66 122
      284212     319999999999999999
      284212     419999999999999999
      285  1    111-294-168  14  50
      285 19     61-291-168  -3  38
      285 25     41-287-225 -90 -45
      285 43     61-227-114  16  48
      285 61     61-348-302-123 -88
      285 67     51-244-193 -66 -48
      285 67     61-240 -78  53 105
      285 73     51-503-546-419-376
      285 79     51-529-432-159 -88
      285 79     61-397-250 -73   4
      285 85     61-464-306  -4  31
      285 85     71-579-537-394-315
      285 91     81-289-211 -53 -26
      285 97     81-125-296-325-314
      285103     31-192-265-221-213
      285103     41-249-197 -91 -52
      285115     41-262-259-159-126
      285115     51 -84-298-357-352
      285121     319999999999999999
      285133     51-225-174 -71 -43
      285145     41 -60-242-305-318
      285145     51-153-205-177-161
      285151     61-444-339-104 -38
      285157     61-127-204-193-188
      286 27     51-191 -98   8  35
      286 36     71-224-191 -86 -64
      286 36     81-404-283 -99 -45
      286 45     81-185-234-182-169
      286 45     91-225-224-144-113
      286 63     71 -42 125 207 200
      286 99     31-448-259   1  80
      286 99     419999999999999999
      286 99     81-582-355 -56  52
      286126     91-223-248-190-157
      286126    101 142-134-326-287
      286135     51-368-302 -98 -63
      286135     81  26 -65-106-108
      286135     919999999999999999
      286144     51-281-233-108 -69
      286144     61-152-152 -34 -89
      286162     51-284-196 -32  -4
      286162     61-344-157  33 100
      286162     919999999999999999
      286180     81-406-321 -93 -49
      286198     51-291-245 -97 -70
      286216     319999999999999999
      286216     419999999999999999
      286216     519999999999999999
      286225     31-170 -92   3  23
      286243     319999999999999999
      287  5     61-222-204-106 -85
      287  8     31-214-221-142-120
      287  8     41-288 -84 197 117
      287 14     51-135  -9  87 109
      287 17     51 -56-104-104-100
      287 26     41-240-196 -93 -62
      287 35     31-422-300 -99 -20
      287 38     41-229-214-129-101
      287 44     41-167 -57  46  71
      287 50     61-195 -66  78  95
      287 50     71-241-112   6  53
      287 53     319998999899989998
      287 68     21-247-194 -66 -45
      287 74     61 -82-142-143-140
      288  6    101 -21  91 138 148
      288 16     71-171 -66  62  71
      288 16     81-210-122  -5  17
      288 26     31 -58 -41 -20 -10
      288 36     71-109-156-137-133
      288 36     81  38-135-219-214
      288 46     41-172 -94  21  16
      288 46     51-258-256-156-125
      288 56     61-199-206-133-116
      288 66     31 -50-164-192-199
      288 86     31-146-170-130-116
      288116     61-225-144 -50  -8
      288126     41-152  25 179 187
      288216     71-573-416 -82  -5
      288216     81-543-293   5  78
      288236     61-267-262-164-124
      288236     71  55 -44 -93-105
      288246     31-105 -60   9   5
      288246     41 -55-128-129-133
      289  6     31-383-372-235-172
      289 12     51 -84-131-104-112
      289 48     61-218 -78  41  85
      289 66     61  87  50   2  -8
      289 72     51-276-252-119-103
      289156     61-279-176  -5  17
      289162     81-227-178 -62 -44
      290  1     619999999999999999
      290  4     51-222-210-134-102
      290  7     61-317-116 107 136
      290  8     51-439-327-102 -30
      290 11     619998999899989998
      290 13     319999999999999999
      290 15     61 -36  44  85  94
      290 16     51-340-169  44  95
      290 16     619998999899989998
      290 19     319999999999999999
      290 21     519998999899989998
      290 22     319998999899989998
      291 11     31-210 -27 145 128
      291 18     31-238-162 -32  -7
      291 32     61  19-282-430-445
      291 53     519999999999999999
      291 60     61-377-270 -44 -20
      291 60     71 -93 -26  28  40
      291 67     81 362 155-218 -39
      291 74     419999999999999999
      291 95     61-162 -76  20  39
      291 95     71 -76 -93 -81 -70
      291102     41-549-411-108 -25
      291116     319999999999999999
      291137     61-155-112 -38 -23
      291144     51-101-159-147-146
      291144     61-257-170 -55  -8
      291151    1119999999999999999
      291158     31-139-170-135-123
      291165    101-265-174 -48 -22
      291179     81-421-468-330-296
      291179     91-367-245  -9 -31
      291186     91-181-149 -59 -47
      291186    1019999999999999999
      292  2     31-338-394-287-254
      292 11     61-271 -88  53 106
      292 23     51-192  25 150 190
      292 26     51-584-443-110 -50
      292 26     619999999999999999
      292 29     71-213-124 -34   5
      292 32     31-217-273-209-192
      292 32     41-496-469-335-246
      292 38     51-439-228  -3  71
      292 47     51-371-299 -90 -55
      292 53     319998999899989998
      292 77     31-252-318-262-239
      292 80     41-223-364-334-332
      293  3     31-240-435-460-464
      293 27     219996999699969996
      293 51     71-112-278-331-327
      293 75     51-360-400-307-256
      293 87     21-328-112 261 115
      293 99     61-108-148-123-122
      293111     319998999899989998
      293123     71-233-175 -54 -31
      293171     31 147 -74-258-258
      293219     61-502-434-182-130
      293219     71-214-348-341-326
      293231     21-247 -55 197 107
      293255     31-299-378-338-303
      293267     41-359  64 340 375
      293279     31-275-210 -96 -57
      293303     31-571-471-185-110
      293315     21-159-214-113-169
      294  1     51-466-292 -57  38
      294  8     41-356-277 -75 -41
      294 11     81-147-323-346-347
      294 11     91-550-546-225-349
      294 11    1019998999899989998
      294 12     41-533-389 -74  -9
      294 16     61-473-455-259-209
      294 16     71-398-309 -99 -44
      294 18     81-267-180 -44  -4
      294 18     91-358-122 184 125
      294 19     31-220  14 153 198
      294 20     31  87 -77-161-174
      294 24     51-296-200 -33   5
      294 25     319998999899989998
      294 26     41-426-400-208-163
      294 27     91-425-382-169-128
      294 27    101 -28-228-287-288
      295 10     81-496-256  33 124
      295 17     71-500-293 -31  73
      295 24     31 -74-122 -94-108
      295 38     51-539-242 118 219
      295 45     419999999999999999
      295 45     51-459-207  73 115
      295 52     419999999999999999
      295 52     51 118-138-281-277
      295 59     21-394-382-227-170
      295 59     319998999899989998
      295 66     919999999999999999
      295 73     21-386-484-445-406
      295 80     319999999999999999
      295 87     31-161 -78  31  33
      295 94     41-228-109  19  50
      295115     319999999999999999
      295122     31-443  10 319 425
      295122     419998999899989998
      295136     71-378-126  99 177
      295143     61 -77 -73 -44 -49
      295164     81-561-493-314-204
      295185     21-221-419-446-431
      295185     319998999899989998
      296 18     31 -23 -87 -92-100
      296 30     71-158 -53  34  60
      296 36     61-192-219-155-140
      296 36     81-349-336-205-147
      296 54     41  13 -46 -69 -76
      296 60     71  50 -68-118-129
      296 66     71 289  69-102-143
      296 72     31 -99-154-137-133
      296 78     319998999899989998
      296 90     71-342-248 -66 -16
      296 90     81 -69-132-118-139
      296102     51  54 -26 -62 -80
      296120     41-223-180 -83 -55
      296120     51-157-179-110-118
      296126     51-363-315-152 -94
      296126     61 110-103-211-225
      296132     51-154-117 -43 -26
      296138     61 252  72 -84-127
      296138     71 -81  24 123  95
      296156     41-222-220-135-109
      297  9     31-229-255-125-161
      297 23     61-138-111 -40 -32
      297 30     71-330-288-117 -87
      297 37     51-192  11 163 189
      297 37     61-177  91 344 293
      297 44     31 -77-118-111-110
      297 44     41-324-100  93 151
      297 65     31 139  66   7 -15
      297 72     31-105 -73 -15  -9
      297 79     31 -99 -81 -31 -30
      297 93     51  28 -85-127-136
      297128     41-410-179 105 162
      297142     71-568-340 -21  97
      297149     31-143 -43  51  55
      297184     31-297-159  29  67
      297184     41-220-437-450-452
      298 17     51 -23-161-194-202
      298 22     31 -44 -52 -37 -40
      298 22     41 -64 -91 -79 -76
      298 32     31-166-186-146-122
      298 32     41  15  31  30  30
      298 42     51-216-195-108 -79
      298 67     319996999699969996
      298 67     41-263-179 -45 -11
      298 92     31-281-236 -97 -69
      298 92     41-260-208 -88 -55
      298102     61-566-377 -37  51
      298112     51-225-104  35  68
      298117     41-210-157 -38 -34
      298117     51-110 -67  22  -4
      298122     31-281-222 -75 -50
      298122     41 -30-132-159-164
      299 31     61-388-299 -95 -42
      299 41     81-281-234 -98 -69
      299 51     31-135 -19  71  94
      299 56     61-184-208-147-133
      299 61     31-434-354-188-103
      299101     41   7-105-173-171
      299101     51-102 -82 -41 -31
      299106     419998999899989998
      299106     51 -42-158-190-188
      299111     31 -57  58 123 133
      299111     41-442-131 140 224
      299111     519998999899989998
      299116     61-402-312-108 -49
      299126     51  49  50  33  28
      299126     61 -60 -56 -39 -30
      300  3     31  17 -90-139-136
      300  4     31 -26-209-271-274
      300  5     41-187-335-289-325
      300  8     31-340-162 150  35
      300 19     71 205  -8-183-161
      300 21     51-174-132 -34 -36
      300 22     61-123 -51  37  36
      300 22     71 289 -67-277-333
      300 26     31 -84 -97 -77 -71
      301  5     31-209-361-371-353
      301  9     41  27  22   5   8
      301  9     51-238-123  25  48
      301 13     61-398-387-201-165
      301 17     61-273-228-137 -84
      301 29     71-443-356-141 -74
      301 29     81 241  24-176-144
      301 33     31-375-305-125 -72
      301 45     61-202-263-222-200
      301 45     71  63  49  31  18
      301 57     41-193-121  -4   3
      301 57     51 224  -5-151-190
      301 65     21-299 -92 138 167
      301 65     319999999999999999
      301 69     61-108-109 -66 -61
      301 69     71-110-180-144-158
      301 77     419999999999999999
      301 77     51  16  70  84  81
      301 81     51-468-240  72 131
      301 85     419998999899989998
      301 93     51 255  82 -94 -75
      302  2     61-470-217  98 174
      302 20     61-205-114   5  28
      302 20     71   5 147 195 193
      302 29     51-109-209-232-219
      302 38     31-338-251-103 -41
      302 65     91-298-488-472-465
      302 83     51-254 -22 172 203
      302 92     31 -51  78 138 151
      302101     31-224-134 -16  14
      302101     41 -26-161-202-201
      302110     71-277-323-219-200
      302137     61-519-367-123 -17
      302146     31-343-179  45  79
      302146     419998999899989998
      302155     51-274-273-151-134
      302164     61-390-273 -58  -1
      302173     61-120-107 -54 -47
      302173     71-100  34 107 128
      302182     319998999899989998
      302200     91-214-142 -20  -6
      302200    101 -91 109 216 212
      302227     41-209-188-109 -77
      302227     51-237-111  50  40
      302234     21-235-177 -46 -38
      302234     31-480-336 -48  14
      302236     21-295-243-115 -69
      303  2     41-361-261 -71 -19
      303  2     51-157-132   4 -61
      303 12     41-188-197-121-115
      303 27     31 282 143 -24 -18
      303 37     81 -49 -92-100 -97
      303 37     91 164 -38-230-178
      303 42     41-531-311  64  94
      303 42     51-117-150-114-113
      303 47     61-254-158  -7  21
      303 47     71-401-441-342-318
      303 57     31-330-372-294-261
      303 67     41-219-245-177-151
      303 77     41-206-247-182-165
      303 82     71-370-173  72 126
      303 82     81-445-196  42 133
      303 87     71-504-290 -18  86
      303 92     51-340-191  24  66
      303 92     61 -26 102 162 174
      303 97     51-194-126 -23  -2
      303 97     61-152-171-128-113
      303117     61 -92 -21  35  50
      303117     71 398 209-209  14
      303122     71-116 -20  56  75
      303127     61-512-346 -57  30
      303127     71-388-463-367-366
      303127     81-467-541-430-441
      304  4     61-465-317 -44  20
      304  4     71-171-113  69 -33
      304  7     51-349-166 127  62
      304 10     519999999999999999
      304 16     31-212-244-173-155
      304 16     41-385-258 -49 -23
      304 19     81-449-437-240-197
      304 19     91-124 -55  42  22
      304 22     619999999999999999
      304 22     71-186-186-112 -96
      304 25     41-396-169 107 162
      304 25     519998999899989998
      304 31     41-374-306-102 -65
      304 31     519998999899989998
      304 40     31-448-392-241-156
      304 43     61-149-224-177-187
      304 46     219998999899989998
      304 49     81-271-178 -36   6
      304 52     51-352-303-144 -92
      304 55     61-401-310-107 -49
      304 58     31-181-223-191-163
      304 61     51-174-129 -46 -24
      304 67     31 -68-215-259-268
      304 67     41 -64-100 -96 -93
      304 70     51-459-423-252-176
      304 70     61 190 171  25  98
      304 73     21-156-152-102 -80
      304 73     31-300-209 -77 -22
      304 76     21-106 -96 -51 -44
      304 76     319998999899989998
      305  2     819999999999999999
      305 12     31-110-118 -84 -76
      305 32     31 -97-154-142-142
      305 32     41-117 -79 -25  -9
      305 32     51-465-499-371-313
      305 42     319999999999999999
      305 42     419999999999999999
      305 47     31 -39 -93-108-108
      305 47     41-243-306-225-212
      305 52     81-138 -56  13  38
      305 57     51-373-344-193-133
      305 62     31  28  -6 -56 -31
      305 67     41 -83-109 -98 -89
      305 67     51-323-453-404-384
      305 72     31-136-100 -28 -23
      305 72     41 146 -29-148-149
      305 82     71 -75  42 127 133
      305 87     81-275-361-279-268
      305 92     41 -51 -38 -15 -13
      305 97     61-415-339-109 -69
      305112     31-182-259-237-246
      305127     41-164-142 -66 -56
      305127     51-176 -67  17  52
      305132     81-362-330-163-118
      306  8     919996999699969996
      306 17     519998999899989998
      306 17     619998999899989998
      306 26     31-539-410-113 -35
      306 26     41-488-435-201-143
      306 71     61-264-453-454-441
      306 71     71  28-297-442-413
      306 80     21-166-285-265-265
      306 80     31  31 -77-120-130
      306116     51-148-214-202-183
      306116     619998999899989998
      306125     41-334-124  53 114
      306134     51-200-255-200-185
      306161     71-395-314 -93 -55
      306170     31-372-331-104-151
      306197    101-245-255-156-134
      306215     61-131-138 -90 -81
      306224     71-241-477-491-499
      307 13     21-110-123 -93 -80
      307 49     31-102  -3  86  93
      307 49     41-274-248-143 -98
      307 67     31  -9 -56 -61 -70
      307 85     31  -5-204-297-313
      307103     31-258-224-100 -76
      307103     41-266-164 -45  -4
      307121     619998999899989998
      307139     31  68-148-251-256
      307175     31 168  83 -16 -28
      307175     419998999899989998
      307193     31-532-181 240 286
      307193     41-539-157 217 333
      307211     31-213 -44 113 133
      307211     419998999899989998
      307229     41-289-250-107 -79
      307229     51 368  -7-251-305
      307229     61   5-138-196-201
      307247     31-299-183  -5  32
      307247     41 -68-147-144-146
      307283     31 132 -66-198-226
      307283     41 177 -76-279-299
      307301     31 -75-167-182-176
      307301     51-214-211-132-105
      307319     41-192-261-216-203
      307319     51-436-462-325-267
      307337     51-228-254-182-156
      307337     61-253-220-115 -85
      307337     71-360 -60 359 219
      307373     51-301-189 -12  26
      307373     61-353-288-113 -66
      307373     71  40   1 -73 -30
      307391     31-299-286-146-118
      307391     41-207-292-251-230
      307409     61-280-269-143-119
      307409     71-201-238-195-168
      307427     81-314-253-128 -73
      307445     31-208-332-318-294
      307481     31 -97-200-191-197
      308 10     41 -81-117-104-104
      308 10     519998999899989998
      308 36     619998999899989998
      308 62     61 -91 -73 -25 -42
      308 75     51-171-113 -26  -9
      308 75     61 105 -72-292-178
      308 88     71 405 374 141 207
      308101     71-328 -69 160 205
      308101    1419999999999999999
      308101    1519999999999999999
      308114     41-161-139 -76 -55
      308140     81 -94-130-108-108
      308140    131-183-340-315-329
      308153     31-232 -59  70 109
      308244     41-132 -51  48  54
      308244     51-330-211 -57  -4
      308270     41 -73 -69 -39 -37
      308270     51 -11-152-199-199
      308270     91-143 -69  -6  20
      308335     51-119-100 -41 -40
      308335     619998999899989998
      309  1     51-145-261-258-255
      309 10     31   7 154 205 207
      309 13     61-339-206  11  26
      309 13     71-311-329-232-181
      309 16     31 -14-110-131-140
      309 22     41-290-221 -64 -36
      309 22     619998999899989998
      309 25     619999999999999999
      309 28     31-214-166 -60 -38
      309 28     41 -29-189-251-243
      309 31     71-250-300-212-197
      309 34     41-212-174 -85 -52
      309 34     51 177 -27-248-174
      309 40     61-168 -67  37  62
      309 43     71-381-341-145-109
      309 43     81 104-108-275-226
      309 46     51-105-246-279-277
      309 46     61-137-352-394-391
      309 49     81-443-319-120 -31
      309 52     61-439-322-112 -38
      309 52    101  71  56  30  21
      309 58     81-530-247  92 197
      309 61    101-215-425-407-420
      309 73     61-448-299 -12  31
      309 73     719999999999999999
      309 76     31-420-170  82 158
      309 76     41-121-195-125-186
      310  4     61-247-203 -98 -66
      310  4     71-249-274-125-178
      310 13     419999999999999999
      310 16     519998999899989998
      310 19     51-203-120   5  14
      310 19     71-157-413-457-452
      310 25     319999999999999999
      310 25     91-451-244  62 106
      310 25    131-558-473-266-156
      310 40     51 -60-104-109-106
      310 40     619998999899989998
      310 49     61-517-456-265-173
      310 55     61-252-271 -56-185
      310 64     71-174-126 -40 -19
      310 64     81   6-121-167-173
      310 67     71-390-416-261-230
      310 67     819998999899989998
      310 70     81  -1-176-265-276
      310 79     719998999899989998
      311 23     91-192-189-120-101
      311 35     41-237-122  34  56
      311 35     51 -87 -64 -28 -15
      311 41     41-306-233 -70 -37
      311 41     51-299-136  61  92
      311 41     61-379-261 -85 -41
      311 53     51-270-124  69  83
      311 71     31-243-230-161-115
      311 83     51-168-116 -19  -9
      311 83     61-429-192  67 149
      311101     61 -23 -32 -22 -27
      311107     31-189-112 -25  10
      311131     31  42 -13 -43 -52
      311137     31-242-154 -29   6
      311143     61-283-302-188-167
      312  1     61-319-258 -99 -60
      312  1     71-321-244 -81 -41
      312 31     51-267-141  14  55
      312 43     91-238-235-113-126
      312 61     31 -45 -39 -18 -17
      312 61     41  -1-194-292-305
      312 85     61 -32 -24  -5  -8
      312 85     71 -42 -87 -94 -90
      312145     71  24   1 -27 -23
      312145     81 133 -78-194-210
      313 14     81 -26-106-124-125
      313 39     21-165 -11 109 132
      313 39     51-100  -2  92  85
      313 79     21  42 -53-121-122
      313 79     31-215-227-159-134
      313 84     31-125 -80 -12  -1
      313 84     41-129-159-138-116
      313 94     31-215-104  35  49
      313 94     419998999899989998
      313104     31-236-101  32  72
      313114     31-176 -47  68  90
      313124     31-474-396-149 -91
      313124     41 -93-129 -69-107
      313134     41-174-108  -1   9
      314 25     61-309-281-146-107
      314 25     71-251-258-177-137
      314 31     31-101 -39  23  34
      314 31     41  54 -60-113-125
      314 43     21-172-158 -98 -72
      314 55     81 -35-116-146-150
      314 67     41-112   1 101 102
      314 67     51-124 -11  76  96
      314 73     61-295-290-184-147
      314 91     41-202   4 161 187
      314 97     21 -83 -38   3  15
      314121     51-140-187-161-151
      314133     31-249-208 -93 -65
      314145     71-143-237-225-220
      314151     51-110-198-205-199
      314151     61-117-168-151-138
      315 13     61-397-293 -81 -23
      315 13     71-410-397-277-225
      315 19     81-247-302-224-202
      315 25     41-243-192-107 -59
      315 31     41-353-314-160-143
      315 43     41-452-406-182-135
      315 43     51-444-433-263-230
      315 49     51-153-118 -51 -32
      315 73     41-298-208 -42  -8
      315 73     51-330-176 -19  38
      315 85     31-361-179  40  96
      315103     71-316-296-144-114
      315145     61-381-293 -98 -43
      315145     71-141  -1 175 107
      315151     51-433-383-169-125
      315157     41-385-319-106 -69
      316  1     51-419-244  24  77
      316  9     31-125-140 -70 -92
      316 25     81-353-347-221-162
      316 33     519999999999999999
      316 41     61-459-301 -24  42
      316 41     81-195-235-196-168
      316 49     51-290-308-211-170
      316 49     61-161-208-175-157
      316 65     61-111-193-176-178
      316 89     31 -52-113-118-118
      316 97     31 -28 -91-116-118
      316113     61-127-179-155-148
      316177     61-296-224 -81 -37
      316201     41-336-259 -71 -46
      316209     51 -16-107-135-135
      317  1     21  -9 -40 -57 -58
      317  1     31 223 -41-261-225
      317  8     21-151-108 -38 -22
      317 22     61-349-235 -69 -21
      317 50     41-179-138 -40 -40
      317 50     51-168   6 140 168
      317 64     51-208-188 -96 -78
      317 71     61-520-509-322-265
      317 71     71-186-152 -89 -56
      317 78     41-243 -87  80 113
      317 85     31-218-109   1  42
      317 99     51-462-235  76 142
      317 99     61-586-505 -17-265
      317120     71-499-293  55  82
      317120     81-201-316-302-274
      317127     51-273-185 -37   0
      317127     61-247-327-287-262
      317134     71-413-322-109 -47
      317141     51-120-103 -46 -47
      317148     81 -45-113-115-118
      317169     21-299-156  28  62
      317176     31 -83 -10  42  55
      318  6     31-332-176  26  76
      318  6     419999999999999999
      318 15     41-455-349-141-102
      318 24     31-396-231   6  66
      318 42     41-367-254 -80 -13
      318 69     21-328-181  27  60
      318 69     31-470-431-246-194
      318 78     319999999999999999
      318 87     619999999999999999
      318105     61-403-318-114 -53
      318114     31 -90 -77 -35 -31
      318123     71-549-430-160 -76
      318132     51-563-386 -57  34
      318141     71-530-456-196-140
      318141     81-453-356-139 -89
      318150     41-143  -6 115 130
      318150     51-417-283 -78  -3
      318177     51 -75-160-184-180
      318177     61-216-199-121 -88
      318204     51-240-208 -96 -73
      318204     61  73 -13 -75 -81
      318213     31-270 -40 156 189
      318222     41-352 -30 217 274
      318240     51 282 198 -19  67
      319  5     61-454-276   7  73
      319 26     619998999899989998
      319 40     31-336-175   4  67
      319 47     31-496-424-212-132
      319 47     419998999899989998
      319 54     61-110 -74 -18  -9
      319 54     71  16-166-235-245
      319 61     61-264-262-166-127
      319 61     71-280-291-187-174
      319 68     41-251-183 -60 -22
      319 68     51  77  92  47  70
      319 96     61-268-304-231-189
      319 96     71   1-300-402-404
      319103     31-221-171 -73 -44
      319110     31-437-285 -53  25
      319124     419998999899989998
      319124     919999999999999999
      319159     319998999899989998
      319173     81-321-256-105 -89
      319180     61-544-270 117 186
      319180     71-112-167-109-141
      319187     81-433-351-113 -74
      319187     91 -84-204-216-216
      320  1     41-255-211-105 -70
      320  7     71-523-395-132 -42
      320  7     81-204-399-378-408
      320 13     51-233-132  11  37
      320 19     31-244-114  27  60
      320 19     41  93  41 -85 -10
      320 55     51-433-330-111 -45
      320 55     61-142-236-226-213
      320 73     51-141-142 -82 -81
      320 73     61 -14-177-237-247
      320 79     31 -87-136-134-120
      320 85     71-260-270 -53-174
      320109     51-129 -36  44  62
      320115     41-215-205-121 -95
      320115     51-122-164-143-130
      320121     41-252-189 -55 -31
      320133     51-179-100  -2  24
      320133     61-251-115   9  62
      320139     61 -85 -43   7  15
      320145     51-121-167-140-138
      320145     61 -29 -90-108-105
      320151     31-117 -19  82  85
      320157     71 183 143  17  61
      321 26     51-535-479-278-192
      321 26     61-454-396-248-170
      321 44     31-320-250-102 -52
      321 44     41 153 -61-305-198
      321 56     91-176-278-256-247
      321 80     51-450-400-217-143
      321110     31-481-385-116 -70
      321110     419998999899989998
      321116     91-209-261-224-192
      321122     41-263 -70 113 143
      321134     71-257-239-144-103
      321146     71-320-197   0  27
      321152     61-414-474-371-325
      321158     61 136  77 -23   4
      322  6     81   2 -40 -69 -66
      322  6     91-234-171 -48 -25
      322 14     319998999899989998
      322 18     41-153-136 -72 -59
      322 26     81-552-313  68 125
      322 30     31-176-215-180-155
      322 34     71-158-144 -79 -65
      322 42     61  63   2 -34 -45
      322 46     41-468-430-222-160
      322 50     31-257 -32 124 164
      322 58     61-172-108  -9   2
      322 58     71-220-137 -13 -11
      322 66     31-351-229 -23  22
      322 66     41-187-148 -32 -50
      322 70     61-185-243-195-183
      322 98     71-189-190-111-101
      322102     41-109  49 144 164
      323 22     61-202-115   7  30
